Target,Group1,Group2,change_type,changes
17_HDoHE,NGBB,Placebo,edited,"{'P_Value': {'old': 0.270316628675762, 'new': 0.26429152373398135}, 'q_value': {'old': 0.659827991255796, 'new': 0.6451210421853089}}"
19_20_DiHDPA,Chow control,FMT,edited,"{'P_Value': {'old': 0.0345651080945199, 'new': 0.03456510809451986}, 'q_value': {'old': 0.249190314169794, 'new': 0.2567691365337619}}"
19_20_DiHDPA,Chow control,FMT_NGBB,edited,"{'P_Value': {'old': 0.0594980467103229, 'new': 0.060498190718590784}, 'q_value': {'old': 0.326449459826551, 'new': 0.33193697562412644}}"
19_20_DiHDPA,Chow control,NGBB,edited,"{'P_Value': {'old': 0.0335964345252271, 'new': 0.03561636409984439}, 'q_value': {'old': 0.249190314169794, 'new': 0.2567691365337619}}"
19_20_DiHDPA,Chow control,Placebo,edited,"{'P_Value': {'old': 0.101415869991721, 'new': 0.10066768749863966}, 'q_value': {'old': 0.433575942853479, 'new': 0.43343032117469854}}"
19_20_DiHDPA,FMT,FMT_NGBB,edited,"{'P_Value': {'old': 0.261411447169961, 'new': 0.2614114471699611}, 'q_value': {'old': 0.65884185872104, 'new': 0.6451210421853089}}"
19_20_DiHDPA,FMT,NGBB,edited,"{'P_Value': {'old': 0.658999497234791, 'new': 0.6589994972347913}, 'q_value': {'old': 0.909977034043587, 'new': 0.9099770340435871}}"
19_20_DiHDPA,FMT,Placebo,edited,"{'P_Value': {'old': 0.210910005027652, 'new': 0.2109100050276521}, 'q_value': {'old': 0.630422778294425, 'new': 0.6175685519853519}}"
19_20_DiHDPA,FMT_NGBB,NGBB,edited,"{'P_Value': {'old': 0.379339061799689, 'new': 0.37217143978212575}, 'q_value': {'old': 0.737966261071055, 'new': 0.7310095462148736}}"
19_20_DiHDPA,FMT_NGBB,Placebo,edited,"{'P_Value': {'old': 0.607524122129049, 'new': 0.6008776409544788}, 'q_value': {'old': 0.890460888226975, 'new': 0.8807190009261865}}"
19_20_DiHDPA,NGBB,Placebo,edited,"{'P_Value': {'old': 0.193186586375441, 'new': 0.18908180596451618}, 'q_value': {'old': 0.6079983936689, 'new': 0.59507979542132}}"
1_OG_2_OG,Chow control,FMT,edited,"{'P_Value': {'old': 0.0692559074912016, 'new': 0.06925590749120161}, 'q_value': {'old': 0.35486498053343, 'new': 0.3557664099329287}}"
1_OG_2_OG,Chow control,FMT_NGBB,edited,"{'P_Value': {'old': 0.037417959614756, 'new': 0.03922845038753884}, 'q_value': {'old': 0.263626533649417, 'new': 0.2735294117647059}}"
1_OG_2_OG,Chow control,NGBB,edited,"{'P_Value': {'old': 0.0083296476485331, 'new': 0.010439075899985922}, 'q_value': {'old': 0.0974411611715193, 'new': 0.12211749166021267}}"
1_OG_2_OG,Chow control,Placebo,edited,"{'P_Value': {'old': 0.0010404971705281, 'new': 0.0020269456469727064}, 'q_value': {'old': 0.0208099434105626, 'new': 0.03808200912494176}}"
1_OG_2_OG,FMT,FMT_NGBB,unchanged,{}
1_OG_2_OG,FMT,NGBB,edited,"{'P_Value': {'old': 0.860105580693816, 'new': 0.8601055806938159}, 'q_value': {'old': 0.998624456985329, 'new': 0.9986244569853293}}"
1_OG_2_OG,FMT,Placebo,edited,"{'P_Value': {'old': 0.478946706887883, 'new': 0.4789467068878833}, 'q_value': {'old': 0.819651789448473, 'new': 0.8093522693932313}}"
1_OG_2_OG,FMT_NGBB,NGBB,edited,"{'P_Value': {'old': 0.832752252458808, 'new': 0.8294475889935782}, 'q_value': {'old': 0.998624456985329, 'new': 0.9986244569853293}}"
1_OG_2_OG,FMT_NGBB,Placebo,edited,"{'P_Value': {'old': 0.449136810154444, 'new': 0.4417022877906004}, 'q_value': {'old': 0.797893473626806, 'new': 0.7846860126939034}}"
1_OG_2_OG,NGBB,Placebo,edited,"{'P_Value': {'old': 0.365308066546457, 'new': 0.35793336989339997}, 'q_value': {'old': 0.737966261071055, 'new': 0.7310095462148736}}"
5_HETrE,Chow control,FMT,edited,"{'P_Value': {'old': 0.425150829562594, 'new': 0.42515082956259426}, 'q_value': {'old': 0.775275042143554, 'new': 0.7740265621658066}}"
5_HETrE,Chow control,FMT_NGBB,edited,"{'P_Value': {'old': 0.235116613094807, 'new': 0.23008418191625113}, 'q_value': {'old': 0.652568829416492, 'new': 0.642577444991332}}"
5_HETrE,Chow control,NGBB,edited,"{'P_Value': {'old': 0.519032309279987, 'new': 0.5114059218501164}, 'q_value': {'old': 0.860427892389284, 'new': 0.8477852180402998}}"
5_HETrE,Chow control,Placebo,edited,"{'P_Value': {'old': 0.270316628675762, 'new': 0.26429152373398135}, 'q_value': {'old': 0.659827991255796, 'new': 0.6451210421853089}}"
5_HETrE,FMT,FMT_NGBB,edited,"{'P_Value': {'old': 0.9018020163531, 'new': 0.9018020163530999}}"
5_HETrE,FMT,NGBB,edited,"{'P_Value': {'old': 0.791415284062343, 'new': 0.7914152840623428}, 'q_value': {'old': 0.977445171551101, 'new': 0.9772242988307859}}"
5_HETrE,FMT,Placebo,edited,"{'P_Value': {'old': 0.929801407742584, 'new': 0.9298014077425841}}"
5_HETrE,FMT_NGBB,NGBB,edited,"{'P_Value': {'old': 0.486502997608126, 'new': 0.4790843272053482}, 'q_value': {'old': 0.819651789448473, 'new': 0.8093522693932313}}"
5_HETrE,FMT_NGBB,Placebo,edited,"{'P_Value': {'old': 0.880111946204287, 'new': 0.8777166830732149}}"
5_HETrE,NGBB,Placebo,edited,"{'P_Value': {'old': 0.699353020560451, 'new': 0.6935883744907081}, 'q_value': {'old': 0.94672242957965, 'new': 0.938918760227596}}"
8iso_PGA1,Chow control,FMT,edited,"{'P_Value': {'old': 0.246292106586224, 'new': 0.24629210658622425}, 'q_value': {'old': 0.652568829416492, 'new': 0.6451210421853089}}"
8iso_PGA1,Chow control,FMT_NGBB,edited,"{'P_Value': {'old': 0.525398682620381, 'new': 0.5181302014501532}, 'q_value': {'old': 0.860949601044084, 'new': 0.8498431875637434}}"
8iso_PGA1,Chow control,NGBB,unchanged,{}
8iso_PGA1,Chow control,Placebo,edited,"{'P_Value': {'old': 0.0399755043717892, 'new': 0.04178899680298453}, 'q_value': {'old': 0.263668220324567, 'new': 0.2735294117647059}}"
8iso_PGA1,FMT,FMT_NGBB,edited,"{'P_Value': {'old': 0.710843851710725, 'new': 0.7108438517107247}, 'q_value': {'old': 0.955371564883455, 'new': 0.9513378648758376}}"
8iso_PGA1,FMT,NGBB,edited,"{'P_Value': {'old': 0.374937154348919, 'new': 0.37493715434891906}, 'q_value': {'old': 0.737966261071055, 'new': 0.7310095462148736}}"
8iso_PGA1,FMT,Placebo,edited,"{'P_Value': {'old': 0.860105580693816, 'new': 0.8601055806938159}, 'q_value': {'old': 0.998624456985329, 'new': 0.9986244569853293}}"
8iso_PGA1,FMT_NGBB,NGBB,edited,"{'P_Value': {'old': 0.449136810154444, 'new': 0.4417022877906004}, 'q_value': {'old': 0.797893473626806, 'new': 0.7846860126939034}}"
8iso_PGA1,FMT_NGBB,Placebo,edited,"{'P_Value': {'old': 0.169317154779532, 'new': 0.1661199704495876}, 'q_value': {'old': 0.561372384830534, 'new': 0.5537308239608176}}"
8iso_PGA1,NGBB,Placebo,edited,"{'P_Value': {'old': 0.0192307692307692, 'new': 0.0215461209513858}, 'q_value': {'old': 0.180652680652681, 'new': 0.202402954391806}}"
8iso_PGE2,Chow control,FMT,edited,"{'P_Value': {'old': 0.150892408245349, 'new': 0.1508924082453494}, 'q_value': {'old': 0.521057230809553, 'new': 0.5197405172895369}}"
8iso_PGE2,Chow control,FMT_NGBB,edited,"{'P_Value': {'old': 0.0225001812025638, 'new': 0.024677136998399837}, 'q_value': {'old': 0.199287319222708, 'new': 0.21856892770011285}}"
8iso_PGE2,Chow control,NGBB,edited,"{'P_Value': {'old': 0.101415869991721, 'new': 0.10066768749863966}, 'q_value': {'old': 0.433575942853479, 'new': 0.43343032117469854}}"
8iso_PGE2,Chow control,Placebo,edited,"{'P_Value': {'old': 0.0192307692307692, 'new': 0.0215461209513858}, 'q_value': {'old': 0.180652680652681, 'new': 0.202402954391806}}"
8iso_PGE2,FMT,FMT_NGBB,edited,"{'P_Value': {'old': 0.261411447169961, 'new': 0.2614114471699611}, 'q_value': {'old': 0.65884185872104, 'new': 0.6451210421853089}}"
8iso_PGE2,FMT,NGBB,edited,"{'P_Value': {'old': 0.791415284062343, 'new': 0.7914152840623428}, 'q_value': {'old': 0.977445171551101, 'new': 0.9772242988307859}}"
8iso_PGE2,FMT,Placebo,edited,"{'P_Value': {'old': 1.0, 'new': 0.9999999999999999}}"
8iso_PGE2,FMT_NGBB,NGBB,edited,"{'P_Value': {'old': 0.0908423922288507, 'new': 0.09054915588749132}, 'q_value': {'old': 0.414134435160937, 'new': 0.41279762242826923}}"
8iso_PGE2,FMT_NGBB,Placebo,edited,"{'P_Value': {'old': 0.211496674008452, 'new': 0.20706115487008625}, 'q_value': {'old': 0.630422778294425, 'new': 0.6175685519853519}}"
8iso_PGE2,NGBB,Placebo,edited,"{'P_Value': {'old': 0.47785470463489, 'new': 0.4701007598741287}, 'q_value': {'old': 0.819651789448473, 'new': 0.8093522693932313}}"
9_10_DiHOME,Chow control,FMT,edited,"{'P_Value': {'old': 6.28456510809452e-05, 'new': 6.284565108094519e-05}, 'q_value': {'old': 0.002597620244679, 'new': 0.0056155026657786775}}"
9_10_DiHOME,Chow control,FMT_NGBB,edited,"{'P_Value': {'old': 5.91681840840543e-06, 'new': 9.300369697699855e-05}, 'q_value': {'old': 0.0005240610590301, 'new': 0.00576622921257391}}"
9_10_DiHOME,Chow control,NGBB,edited,"{'P_Value': {'old': 1.13405686161104e-05, 'new': 0.00013977242646358399}, 'q_value': {'old': 0.0007031152541988, 'new': 0.006666069569801697}}"
9_10_DiHOME,Chow control,Placebo,edited,"{'P_Value': {'old': 1.13405686161104e-05, 'new': 0.00013977242646358399}, 'q_value': {'old': 0.0007031152541988, 'new': 0.006666069569801697}}"
9_10_DiHOME,FMT,FMT_NGBB,edited,"{'P_Value': {'old': 0.0221084385171072, 'new': 0.022108438517107247}, 'q_value': {'old': 0.199287319222708, 'new': 0.20458555045681334}}"
9_10_DiHOME,FMT,NGBB,edited,"{'P_Value': {'old': 0.0059074912016088, 'new': 0.0059074912016088485}, 'q_value': {'old': 0.0732528908999497, 'new': 0.07962270749994535}}"
9_10_DiHOME,FMT,Placebo,edited,"{'P_Value': {'old': 0.0041478129713423, 'new': 0.004147812971342383}, 'q_value': {'old': 0.0598056754007506, 'new': 0.06368459897252347}}"
9_10_DiHOME,FMT_NGBB,NGBB,edited,"{'P_Value': {'old': 0.449136810154444, 'new': 0.4417022877906004}, 'q_value': {'old': 0.797893473626806, 'new': 0.7846860126939034}}"
9_10_DiHOME,FMT_NGBB,Placebo,edited,"{'P_Value': {'old': 0.607524122129049, 'new': 0.6008776409544788}, 'q_value': {'old': 0.890460888226975, 'new': 0.8807190009261865}}"
9_10_DiHOME,NGBB,Placebo,edited,"{'P_Value': {'old': 0.699353020560451, 'new': 0.6935883744907081}, 'q_value': {'old': 0.94672242957965, 'new': 0.938918760227596}}"
9_HODE,Chow control,FMT,edited,"{'P_Value': {'old': 0.0018853695324283, 'new': 0.0018853695324283558}, 'q_value': {'old': 0.0354220942456237, 'new': 0.03652903469079939}}"
9_HODE,Chow control,FMT_NGBB,edited,"{'P_Value': {'old': 0.0225001812025638, 'new': 0.024677136998399837}, 'q_value': {'old': 0.199287319222708, 'new': 0.21856892770011285}}"
9_HODE,Chow control,NGBB,edited,"{'P_Value': {'old': 0.299986391317661, 'new': 0.2934238832742103}, 'q_value': {'old': 0.676332954970726, 'new': 0.6663839107326388}}"
9_HODE,Chow control,Placebo,edited,"{'P_Value': {'old': 0.0024467276789258, 'new': 0.003861490663333421}, 'q_value': {'old': 0.0433420331695431, 'new': 0.06368459897252347}}"
9_HODE,FMT,FMT_NGBB,edited,"{'P_Value': {'old': 0.100261967135032, 'new': 0.10026196713503215}, 'q_value': {'old': 0.433575942853479, 'new': 0.43343032117469854}}"
9_HODE,FMT,NGBB,edited,"{'P_Value': {'old': 0.0153971845148316, 'new': 0.015397184514831573}, 'q_value': {'old': 0.156495973757305, 'new': 0.1564959737573045}}"
9_HODE,FMT,Placebo,edited,"{'P_Value': {'old': 0.246292106586224, 'new': 0.24629210658622425}, 'q_value': {'old': 0.652568829416492, 'new': 0.6451210421853089}}"
9_HODE,FMT_NGBB,NGBB,edited,"{'P_Value': {'old': 0.133548508296119, 'new': 0.1315876064066685}, 'q_value': {'old': 0.498795633395143, 'new': 0.4914717829646654}}"
9_HODE,FMT_NGBB,Placebo,edited,"{'P_Value': {'old': 0.739898141971099, 'new': 0.7349852214121391}, 'q_value': {'old': 0.957696968730859, 'new': 0.9513378648758376}}"
9_HODE,NGBB,Placebo,edited,"{'P_Value': {'old': 0.101415869991721, 'new': 0.10066768749863966}, 'q_value': {'old': 0.433575942853479, 'new': 0.43343032117469854}}"
CA,Chow control,FMT,edited,"{'P_Value': {'old': 0.929801407742584, 'new': 0.9298014077425841}}"
CA,Chow control,FMT_NGBB,edited,"{'P_Value': {'old': 0.650549746390371, 'new': 0.6443731499599503}, 'q_value': {'old': 0.909977034043587, 'new': 0.9099770340435871}}"
CA,Chow control,NGBB,edited,"{'P_Value': {'old': 0.948729289286565, 'new': 0.9476445296225945}}"
CA,Chow control,Placebo,edited,"{'P_Value': {'old': 0.699353020560451, 'new': 0.6935883744907081}, 'q_value': {'old': 0.94672242957965, 'new': 0.938918760227596}}"
CA,FMT,FMT_NGBB,edited,"{'P_Value': {'old': 0.650353258712392, 'new': 0.6503532587123918}, 'q_value': {'old': 0.909977034043587, 'new': 0.9099770340435871}}"
CA,FMT,NGBB,edited,"{'P_Value': {'old': 0.860105580693816, 'new': 0.8601055806938159}, 'q_value': {'old': 0.998624456985329, 'new': 0.9986244569853293}}"
CA,FMT,Placebo,edited,"{'P_Value': {'old': 0.860105580693816, 'new': 0.8601055806938159}, 'q_value': {'old': 0.998624456985329, 'new': 0.9986244569853293}}"
CA,FMT_NGBB,NGBB,edited,"{'P_Value': {'old': 0.739898141971099, 'new': 0.7349852214121391}, 'q_value': {'old': 0.957696968730859, 'new': 0.9513378648758376}}"
CA,FMT_NGBB,Placebo,edited,"{'P_Value': {'old': 0.975933341123811, 'new': 0.9754506745843579}}"
CA,NGBB,Placebo,edited,"{'P_Value': {'old': 0.652184760543894, 'new': 0.6457638203049723}, 'q_value': {'old': 0.909977034043587, 'new': 0.9099770340435871}}"
CDCA,Chow control,FMT,edited,"{'P_Value': {'old': 0.0345651080945199, 'new': 0.03456510809451986}, 'q_value': {'old': 0.249190314169794, 'new': 0.2567691365337619}}"
CDCA,Chow control,FMT_NGBB,edited,"{'P_Value': {'old': 0.0027986551071757, 'new': 0.004211400899795908}, 'q_value': {'old': 0.0449588119271377, 'new': 0.06368459897252347}}"
CDCA,Chow control,NGBB,edited,"{'P_Value': {'old': 0.012837523673437, 'new': 0.01511526935649349}, 'q_value': {'old': 0.13722870133674, 'new': 0.1564959737573045}}"
CDCA,Chow control,Placebo,edited,"{'P_Value': {'old': 0.0879461096179363, 'new': 0.0877681118303241}, 'q_value': {'old': 0.406914835545675, 'new': 0.40609126369254434}}"
CDCA,FMT,FMT_NGBB,unchanged,{}
CDCA,FMT,NGBB,edited,"{'P_Value': {'old': 0.658999497234791, 'new': 0.6589994972347913}, 'q_value': {'old': 0.909977034043587, 'new': 0.9099770340435871}}"
CDCA,FMT,Placebo,edited,"{'P_Value': {'old': 0.285444947209653, 'new': 0.2854449472096531}, 'q_value': {'old': 0.670222377947742, 'new': 0.6653228092856576}}"
CDCA,FMT_NGBB,NGBB,edited,"{'P_Value': {'old': 0.379339061799689, 'new': 0.37217143978212575}, 'q_value': {'old': 0.737966261071055, 'new': 0.7310095462148736}}"
CDCA,FMT_NGBB,Placebo,edited,"{'P_Value': {'old': 0.169317154779532, 'new': 0.1661199704495876}, 'q_value': {'old': 0.561372384830534, 'new': 0.5537308239608176}}"
CDCA,NGBB,Placebo,edited,"{'P_Value': {'old': 0.365308066546457, 'new': 0.35793336989339997}, 'q_value': {'old': 0.737966261071055, 'new': 0.7310095462148736}}"
DCA,Chow control,FMT,edited,"{'P_Value': {'old': 0.246292106586224, 'new': 0.24629210658622425}, 'q_value': {'old': 0.652568829416492, 'new': 0.6451210421853089}}"
DCA,Chow control,FMT_NGBB,edited,"{'P_Value': {'old': 0.832752252458808, 'new': 0.8294475889935782}, 'q_value': {'old': 0.998624456985329, 'new': 0.9986244569853293}}"
DCA,Chow control,NGBB,edited,"{'P_Value': {'old': 0.606317830776035, 'new': 0.5993606964290359}, 'q_value': {'old': 0.890460888226975, 'new': 0.8807190009261865}}"
DCA,Chow control,Placebo,edited,"{'P_Value': {'old': 0.242648476394606, 'new': 0.23721752775378102}, 'q_value': {'old': 0.652568829416492, 'new': 0.6451210421853089}}"
DCA,FMT,FMT_NGBB,unchanged,{}
DCA,FMT,NGBB,edited,"{'P_Value': {'old': 0.596153846153846, 'new': 0.5961538461538461}, 'q_value': {'old': 0.890460888226975, 'new': 0.8807190009261865}}"
DCA,FMT,Placebo,edited,"{'P_Value': {'old': 1.0, 'new': 0.9999999999999999}}"
DCA,FMT_NGBB,NGBB,edited,"{'P_Value': {'old': 0.880111946204287, 'new': 0.8777166830732149}}"
DCA,FMT_NGBB,Placebo,edited,"{'P_Value': {'old': 0.287547020216289, 'new': 0.28145768484462164}, 'q_value': {'old': 0.670222377947742, 'new': 0.6653228092856576}}"
DCA,NGBB,Placebo,edited,"{'P_Value': {'old': 0.606317830776035, 'new': 0.5993606964290359}, 'q_value': {'old': 0.890460888226975, 'new': 0.8807190009261865}}"
DEA,Chow control,FMT,edited,"{'P_Value': {'old': 0.0555555555555556, 'new': 0.05555555555555556}, 'q_value': {'old': 0.310938468833206, 'new': 0.316530876362728}}"
DEA,Chow control,FMT_NGBB,edited,"{'P_Value': {'old': 0.260447991905792, 'new': 0.2548715759015092}, 'q_value': {'old': 0.65884185872104, 'new': 0.6451210421853089}}"
DEA,Chow control,NGBB,edited,"{'P_Value': {'old': 0.365308066546457, 'new': 0.35793336989339997}, 'q_value': {'old': 0.737966261071055, 'new': 0.7310095462148736}}"
DEA,Chow control,Placebo,edited,"{'P_Value': {'old': 0.270316628675762, 'new': 0.26429152373398135}, 'q_value': {'old': 0.659827991255796, 'new': 0.6451210421853089}}"
DEA,FMT,FMT_NGBB,edited,"{'P_Value': {'old': 0.261411447169961, 'new': 0.2614114471699611}, 'q_value': {'old': 0.65884185872104, 'new': 0.6451210421853089}}"
DEA,FMT,NGBB,edited,"{'P_Value': {'old': 0.0059074912016088, 'new': 0.0059074912016088485}, 'q_value': {'old': 0.0732528908999497, 'new': 0.07962270749994535}}"
DEA,FMT,Placebo,edited,"{'P_Value': {'old': 0.328305681246858, 'new': 0.3283056812468577}, 'q_value': {'old': 0.709043243152349, 'new': 0.7018949047346613}}"
DEA,FMT_NGBB,NGBB,edited,"{'P_Value': {'old': 0.0438791253167347, 'new': 0.045474707555223745}, 'q_value': {'old': 0.268166089965398, 'new': 0.27641488906116396}}"
DEA,FMT_NGBB,Placebo,unchanged,{}
DEA,NGBB,Placebo,edited,"{'P_Value': {'old': 0.0879461096179363, 'new': 0.0877681118303241}, 'q_value': {'old': 0.406914835545675, 'new': 0.40609126369254434}}"
DHEA,Chow control,FMT,edited,"{'P_Value': {'old': 0.860105580693816, 'new': 0.8601055806938159}, 'q_value': {'old': 0.998624456985329, 'new': 0.9986244569853293}}"
DHEA,Chow control,FMT_NGBB,edited,"{'P_Value': {'old': 0.316385593138857, 'new': 0.30986525936179343}, 'q_value': {'old': 0.708155479227767, 'new': 0.6935612303404762}}"
DHEA,Chow control,NGBB,unchanged,{}
DHEA,Chow control,Placebo,edited,"{'P_Value': {'old': 0.747658172580773, 'new': 0.7426659029196823}, 'q_value': {'old': 0.957743940082809, 'new': 0.9513488839053781}}"
DHEA,FMT,FMT_NGBB,edited,"{'P_Value': {'old': 0.591807573231722, 'new': 0.5918075732317218}, 'q_value': {'old': 0.890460888226975, 'new': 0.8807190009261865}}"
DHEA,FMT,NGBB,edited,"{'P_Value': {'old': 0.929801407742584, 'new': 0.9298014077425841}}"
DHEA,FMT,Placebo,edited,"{'P_Value': {'old': 0.536010558069382, 'new': 0.5360105580693816}, 'q_value': {'old': 0.860949601044084, 'new': 0.8609496010440845}}"
DHEA,FMT_NGBB,NGBB,edited,"{'P_Value': {'old': 0.346999211583947, 'new': 0.3401043685615801}, 'q_value': {'old': 0.724375458525411, 'new': 0.7102647763122479}}"
DHEA,FMT_NGBB,Placebo,edited,"{'P_Value': {'old': 0.133548508296119, 'new': 0.1315876064066685}, 'q_value': {'old': 0.498795633395143, 'new': 0.4914717829646654}}"
DHEA,NGBB,Placebo,edited,"{'P_Value': {'old': 0.606317830776035, 'new': 0.5993606964290359}, 'q_value': {'old': 0.890460888226975, 'new': 0.8807190009261865}}"
ETAEA,Chow control,FMT,edited,"{'P_Value': {'old': 0.0555555555555556, 'new': 0.05555555555555556}, 'q_value': {'old': 0.310938468833206, 'new': 0.316530876362728}}"
ETAEA,Chow control,FMT_NGBB,edited,"{'P_Value': {'old': 0.0268002289808724, 'new': 0.02889808892436385}, 'q_value': {'old': 0.218633446949222, 'new': 0.235747567540863}}"
ETAEA,Chow control,NGBB,edited,"{'P_Value': {'old': 0.0280650721827192, 'new': 0.03023902101614863}, 'q_value': {'old': 0.223081342990845, 'new': 0.2403614491027199}}"
